id_logement,region,departement,surface_m2,annee_construction,periode_construction,type_logement,energie_chauffage,conso_energie_kwh,cout_chauffage,classe_dpe,co2_emission,longitude,latitude,date_dpe
806,Hauts-de-France,31,139.2,2003,2000-2009,Maison,Bois,16438.1,1972.57,B,2042.0,-2.1169183728484215,50.676746842376616,2024-03-01 12:08:40
807,Hauts-de-France,14,59.2,1945,<1960,Maison,Autre,12254.3,1470.52,D,2087.5,0.2436406325923759,43.9226322754179,2024-11-20 09:18:05
808,Auvergne-Rhône-Alpes,67,153.8,1947,<1960,Appartement,Bois,9490.0,1138.8,C,2007.2,7.683229849751571,49.92034240630363,2022-12-15 07:11:48
809,Provence-Alpes-Côte d'Azur,75,96.4,2011,≥2010,Appartement,Fioul,17985.3,2158.24,C,2677.4,2.9010519104062267,46.69098317491572,2023-01-16 18:22:08
810,Grand Est,31,96.3,1981,1980-1999,Appartement,Autre,8006.6,960.79,C,1639.6,5.154270816614556,46.44396640046124,2023-08-06 08:29:36
811,Hauts-de-France,75,67.2,1973,1960-1979,Maison,Autre,20862.5,2503.5,C,3116.5,0.8482410396984559,49.32897233181575,2021-07-13 18:44:40
812,Grand Est,69,94.4,1977,1960-1979,Appartement,Bois,8694.6,1043.35,B,1663.6,1.9160945810684833,43.31032242869043,2022-10-20 15:37:24
813,Île-de-France,59,99.2,2005,2000-2009,Maison,Fioul,6247.7,749.72,F,2174.3,0.5764034590230729,50.17769020854658,2022-04-17 22:17:01
814,Hauts-de-France,14,113.1,1948,<1960,Maison,Autre,6823.3,818.8,D,1024.1,4.137972974805583,48.33651118456425,2023-11-02 03:26:36
815,Pays de la Loire,14,55.7,1958,<1960,Appartement,Électricité,7006.3,840.76,D,3164.5,6.069123180529406,50.114775986624586,2021-09-06 20:48:28
816,Provence-Alpes-Côte d'Azur,37,127.2,1977,1960-1979,Maison,Bois,10935.3,1312.24,D,3393.2,1.5957260619193265,51.15195492605632,2024-10-18 00:25:30
817,Auvergne-Rhône-Alpes,33,95.8,1966,1960-1979,Maison,Bois,9893.2,1187.18,E,2844.3,1.2512769622709339,47.006638735508105,2022-02-12 00:40:30
818,Île-de-France,37,103.2,1992,1980-1999,Maison,Autre,16610.9,1993.31,F,2353.4,-0.5762759277208396,43.311381121807685,2023-02-18 12:55:56
819,Provence-Alpes-Côte d'Azur,31,78.4,1947,<1960,Appartement,Fioul,15969.3,1916.32,C,2167.5,-2.6977429741769106,43.94875760749871,2022-11-15 10:17:53
820,Centre-Val de Loire,13,57.2,1967,1960-1979,Appartement,Autre,10994.2,1319.3,C,794.0,7.210220397376414,45.3154787102225,2023-10-04 05:06:38
821,Pays de la Loire,37,87.2,2012,≥2010,Maison,Gaz,25965.2,3115.82,G,980.7,-0.8909636571664343,43.400910596571975,2024-07-09 12:04:32
822,Provence-Alpes-Côte d'Azur,67,90.6,1965,1960-1979,Appartement,Autre,10934.6,1312.15,D,2875.4,5.4089890264657114,49.5934738873986,2024-04-02 23:53:41
823,Pays de la Loire,37,43.4,1987,1980-1999,Appartement,Gaz,11534.2,1384.1,A,2037.3,4.299511276737164,45.08275030398509,2024-07-04 09:37:15
824,Pays de la Loire,37,108.8,1970,1960-1979,Appartement,Électricité,6251.6,750.19,B,976.7,5.281928803615678,50.99020983577283,2023-07-25 14:01:09
825,Grand Est,13,114.9,1985,1980-1999,Appartement,Bois,11637.6,1396.51,A,935.2,7.177985733837332,48.612545457807144,2022-07-12 18:44:18
826,Normandie,33,63.1,1982,1980-1999,Appartement,Bois,13338.3,1600.6,G,2771.4,3.1038198828716634,44.00884422122335,2024-02-17 09:10:58
827,Centre-Val de Loire,69,54.3,1955,<1960,Appartement,Fioul,6671.0,800.52,C,2986.6,6.6733544639665805,46.64157102841228,2022-09-22 13:27:18
828,Île-de-France,67,75.9,1973,1960-1979,Appartement,Autre,9755.9,1170.71,F,819.5,-2.819934802140182,46.5618927282099,2024-11-22 03:06:22
829,Provence-Alpes-Côte d'Azur,37,85.7,2004,2000-2009,Appartement,Électricité,13471.5,1616.58,G,2336.9,3.1472634874382397,46.784851427502616,2021-11-30 20:16:32
830,Occitanie,59,77.1,2011,≥2010,Appartement,Gaz,9638.2,1156.58,D,2549.1,5.039582967889965,47.16051318459354,2022-10-02 09:56:44
831,Île-de-France,13,83.2,2009,2000-2009,Maison,Fioul,8696.3,1043.56,A,1674.7,-1.4686653003257373,42.77120581616426,2022-03-20 03:29:06
832,Normandie,59,91.6,2005,2000-2009,Appartement,Électricité,15519.6,1862.35,B,3315.8,4.629799416795546,48.470819793969525,2024-06-13 16:48:04
833,Île-de-France,13,44.0,1963,1960-1979,Appartement,Électricité,6230.5,747.66,D,1889.7,5.120198778511078,46.738568445009456,2023-12-30 23:18:18
834,Nouvelle-Aquitaine,59,47.4,1990,1980-1999,Appartement,Gaz,7104.3,852.52,D,654.8,5.805443428213783,49.38139897015768,2024-12-12 20:51:25
835,Occitanie,13,20.0,1993,1980-1999,Appartement,Gaz,12798.2,1535.78,E,2024.8,-0.9325221362528735,49.593541287365746,2023-09-15 07:46:43
836,Normandie,59,113.3,1966,1960-1979,Appartement,Bois,15807.7,1896.92,D,3431.2,3.8608856721880187,44.50565556132794,2021-09-23 10:50:29
837,Grand Est,33,85.5,2022,≥2010,Appartement,Autre,13374.9,1604.99,F,1889.1,-1.0447073156730928,42.92127963391297,2022-09-11 10:35:07
838,Provence-Alpes-Côte d'Azur,35,116.4,2001,2000-2009,Appartement,Fioul,10992.5,1319.1,D,1257.8,4.60752503747992,48.61813454817721,2024-10-24 11:47:52
839,Bretagne,67,50.9,1958,<1960,Appartement,Autre,10625.8,1275.1,E,2765.4,1.0186576468942592,51.00653625963571,2024-10-28 17:35:27
840,Normandie,31,85.7,1988,1980-1999,Maison,Fioul,16547.0,1985.64,F,2432.6,2.7680768688538597,46.38592448325384,2024-04-05 11:17:59
841,Auvergne-Rhône-Alpes,69,91.4,1960,1960-1979,Appartement,Électricité,15865.5,1903.86,B,2197.4,0.4059197585973955,44.75863144346428,2024-09-12 03:18:21
842,Provence-Alpes-Côte d'Azur,44,68.1,2021,≥2010,Maison,Gaz,12224.3,1466.92,C,2629.4,-2.894221949912284,43.86304548287629,2022-06-11 21:46:52
843,Centre-Val de Loire,75,38.4,1956,<1960,Appartement,Gaz,10750.7,1290.08,B,1577.5,-2.6856161151302724,45.00077669729809,2021-12-17 10:53:53
844,Normandie,37,137.4,1999,1980-1999,Maison,Électricité,12158.7,1459.04,B,1660.0,-3.9916042055922514,45.35290009693161,2021-08-12 12:32:51
845,Nouvelle-Aquitaine,31,127.0,1995,1980-1999,Appartement,Électricité,8727.6,1047.31,D,2854.8,3.0349448363816034,46.187710267879844,2024-10-01 15:22:00
846,Bretagne,75,73.5,1983,1980-1999,Appartement,Fioul,11324.2,1358.9,C,1330.3,6.03229917338977,48.202041971966906,2021-06-06 06:28:35
847,Nouvelle-Aquitaine,67,100.3,1977,1960-1979,Appartement,Électricité,9797.1,1175.65,D,3653.4,-4.729121258592948,44.876518587897976,2023-08-30 13:48:54
848,Bretagne,31,70.5,1977,1960-1979,Appartement,Fioul,11546.2,1385.54,G,3306.4,-4.1388864728514045,42.94349784217748,2022-05-30 10:43:22
849,Centre-Val de Loire,59,55.1,1973,1960-1979,Appartement,Autre,9958.4,1195.01,C,1170.3,0.9470708999378346,45.74752392068266,2024-04-08 11:57:56
850,Auvergne-Rhône-Alpes,59,139.8,2013,≥2010,Appartement,Gaz,14357.8,1722.94,D,3528.2,4.590369570186461,49.94397766058396,2021-12-02 01:21:32
851,Provence-Alpes-Côte d'Azur,44,35.3,2014,≥2010,Maison,Gaz,15682.8,1881.94,B,2337.0,-2.949800618744633,46.83565814441139,2023-04-05 20:29:05
852,Grand Est,75,76.4,1975,1960-1979,Appartement,Gaz,10291.3,1234.96,C,3446.3,-1.46853284586048,50.89361869238507,2023-04-08 09:39:19
853,Nouvelle-Aquitaine,69,87.5,1975,1960-1979,Maison,Autre,8346.5,1001.58,D,2320.1,-1.9839193833365067,46.88150732047197,2023-10-31 06:54:18
854,Nouvelle-Aquitaine,67,134.5,1990,1980-1999,Appartement,Autre,15202.3,1824.28,F,2040.5,0.18766584272500353,44.90031970722008,2023-10-27 16:04:09
855,Pays de la Loire,59,111.9,2021,≥2010,Maison,Bois,12831.4,1539.77,D,1946.7,-2.075017198771575,44.18183177603337,2023-09-09 17:40:14
856,Bretagne,37,34.8,1996,1980-1999,Appartement,Fioul,10349.7,1241.96,B,200.0,-0.41621717891821053,48.542363122034516,2022-10-17 09:30:17
857,Hauts-de-France,35,84.9,1954,<1960,Appartement,Fioul,18190.0,2182.8,D,3034.4,4.471053782605274,47.1665171862637,2021-04-03 04:38:25
858,Provence-Alpes-Côte d'Azur,33,85.6,2018,≥2010,Appartement,Bois,9457.3,1134.88,B,1563.6,2.9431202299044585,47.75479068226034,2024-05-21 15:18:58
859,Bretagne,33,78.1,1985,1980-1999,Appartement,Gaz,3031.8,363.82,C,3063.8,-3.9446378299079923,49.06960306720694,2022-01-16 14:35:05
860,Pays de la Loire,13,103.6,2021,≥2010,Appartement,Fioul,8814.2,1057.7,E,3706.6,3.2906936611943305,48.81536013910457,2022-08-22 16:28:06
861,Île-de-France,69,42.7,1947,<1960,Appartement,Fioul,19282.7,2313.92,B,1680.2,1.2020032302697752,42.87726071146358,2023-02-09 04:13:56
862,Bretagne,33,72.7,2003,2000-2009,Maison,Gaz,10570.3,1268.44,D,1627.0,7.149352471192804,49.482375576066744,2024-02-23 18:56:15
863,Grand Est,13,99.4,1996,1980-1999,Maison,Électricité,9680.5,1161.66,E,3107.0,-1.2390438776473078,47.13451877134989,2024-07-27 22:19:21
864,Provence-Alpes-Côte d'Azur,75,105.4,1978,1960-1979,Appartement,Électricité,12119.7,1454.36,D,1779.2,4.4401634560890795,45.90786421808852,2023-06-07 19:01:30
865,Pays de la Loire,59,89.5,1993,1980-1999,Maison,Bois,16549.8,1985.98,A,3385.5,4.501190699579409,47.176419008532214,2022-07-08 11:22:58
866,Île-de-France,59,76.3,1972,1960-1979,Maison,Autre,11627.0,1395.24,G,1577.9,-2.1204898468805644,47.82832760157873,2023-09-04 20:06:39
867,Occitanie,37,81.4,1957,<1960,Maison,Fioul,14661.1,1759.33,D,3494.4,6.74190712462217,43.80070489590204,2022-04-20 01:11:59
868,Pays de la Loire,35,107.2,2013,≥2010,Appartement,Fioul,11148.3,1337.8,E,1924.8,1.3853816055848398,46.131513939340074,2021-04-13 18:06:03
869,Occitanie,31,86.0,2011,≥2010,Appartement,Bois,14696.5,1763.58,C,2497.2,3.8254837695609307,45.4196000286372,2022-02-24 20:45:53
870,Provence-Alpes-Côte d'Azur,33,53.7,2005,2000-2009,Appartement,Bois,12811.2,1537.34,D,3084.0,-3.103877734514441,45.54855781991694,2022-03-31 22:26:50
871,Nouvelle-Aquitaine,75,48.0,2004,2000-2009,Appartement,Fioul,10209.0,1225.08,D,2660.4,-1.6485490791043995,43.29461396414358,2024-01-12 22:05:09
872,Pays de la Loire,14,40.3,2015,≥2010,Appartement,Gaz,13161.4,1579.37,C,3163.6,2.6193925331838965,43.89063834560201,2022-10-09 16:58:01
873,Auvergne-Rhône-Alpes,33,128.7,1968,1960-1979,Appartement,Gaz,9558.7,1147.04,A,889.6,-0.8526455111464566,43.907938988000126,2022-09-20 09:29:59
874,Occitanie,69,109.2,2007,2000-2009,Appartement,Autre,5798.2,695.78,D,1833.5,1.4960079414226541,45.74705526602834,2023-06-15 23:29:08
875,Grand Est,37,81.8,2005,2000-2009,Appartement,Fioul,11910.5,1429.26,F,2256.9,-0.13793240814723973,50.28207644041069,2023-09-05 10:23:16
876,Auvergne-Rhône-Alpes,31,71.4,1967,1960-1979,Maison,Fioul,6197.8,743.74,E,1511.0,3.327199356372624,44.2924381357122,2024-10-31 18:19:25
877,Normandie,33,67.8,1974,1960-1979,Appartement,Fioul,14688.4,1762.61,B,3073.7,1.3328897161505155,46.1208748167708,2021-07-26 20:12:01
878,Normandie,75,117.8,2004,2000-2009,Appartement,Fioul,11831.3,1419.76,D,1739.0,-4.940070832348814,45.2110019131025,2023-07-14 03:52:36
879,Île-de-France,33,142.1,1962,1960-1979,Maison,Bois,18404.8,2208.58,F,1512.9,3.4458508932899914,49.35023481919664,2024-11-26 10:46:31
880,Nouvelle-Aquitaine,69,66.8,2000,2000-2009,Appartement,Électricité,10513.9,1261.67,E,3046.4,0.48758024165236247,42.936099961191104,2023-07-09 12:13:08
881,Provence-Alpes-Côte d'Azur,14,119.2,1997,1980-1999,Appartement,Fioul,11909.9,1429.19,B,1259.1,-0.5579215736271026,44.209927541162244,2024-10-03 06:19:26
882,Pays de la Loire,67,85.8,1951,<1960,Maison,Électricité,5386.7,646.4,F,1303.0,-3.7760922203180938,44.33258141848671,2022-01-30 03:08:40
883,Hauts-de-France,44,78.6,2013,≥2010,Appartement,Gaz,7031.6,843.79,C,2657.4,-2.135194022635611,51.13877636272511,2022-11-08 01:16:52
884,Grand Est,14,130.1,2016,≥2010,Appartement,Autre,4445.7,533.48,D,3409.4,-2.0909602094489053,47.465742656306844,2022-05-23 10:16:44
885,Occitanie,13,84.7,1996,1980-1999,Appartement,Gaz,16848.7,2021.84,D,2345.5,7.159803492261478,43.70893690013661,2022-01-25 13:21:22
886,Provence-Alpes-Côte d'Azur,33,93.9,1948,<1960,Appartement,Fioul,9932.0,1191.84,F,745.7,0.6226686717051084,44.86813251170612,2022-08-04 10:35:08
887,Auvergne-Rhône-Alpes,59,92.4,1978,1960-1979,Appartement,Gaz,17971.9,2156.63,F,2816.4,-4.4531439862027895,43.96005221886944,2024-02-10 18:13:21
888,Centre-Val de Loire,35,36.2,2013,≥2010,Appartement,Bois,2000.0,240.0,F,1666.7,-3.1953831308368286,43.584059755689196,2021-11-27 02:44:52
889,Normandie,59,93.7,1977,1960-1979,Appartement,Électricité,18966.3,2275.96,A,3208.7,-3.972575215472143,49.435483647148665,2023-05-19 11:19:53
890,Centre-Val de Loire,14,68.1,2013,≥2010,Appartement,Fioul,11693.9,1403.27,F,1858.3,2.655302072693747,46.81304786934509,2024-04-23 13:54:36
891,Grand Est,59,42.4,1982,1980-1999,Maison,Bois,13529.3,1623.52,B,3229.6,-2.5739206096312524,47.9915281905844,2021-11-18 15:49:13
892,Hauts-de-France,75,69.5,1970,1960-1979,Appartement,Électricité,7216.8,866.02,C,1824.0,1.4812493236630875,45.381885848830365,2023-09-08 08:41:40
893,Pays de la Loire,59,69.2,1945,<1960,Maison,Bois,14372.8,1724.74,D,1580.1,-0.18919318269031749,47.317147248785766,2023-06-25 05:31:11
894,Île-de-France,31,115.9,1948,<1960,Appartement,Gaz,10317.4,1238.09,D,474.2,5.450392902874592,44.74085058295616,2024-03-28 21:55:49
895,Hauts-de-France,67,53.1,1983,1980-1999,Maison,Fioul,6627.2,795.26,E,1606.4,-0.8336347155502901,45.17991559187564,2022-05-02 08:56:15
896,Grand Est,33,61.3,1998,1980-1999,Appartement,Gaz,6565.5,787.86,D,2359.5,0.9574512711585079,48.17447011599058,2023-10-11 01:33:53
897,Hauts-de-France,37,92.1,1977,1960-1979,Appartement,Autre,6485.9,778.31,F,2290.4,4.376712131771736,43.8080460954973,2021-02-09 07:18:28
898,Grand Est,59,45.2,1977,1960-1979,Appartement,Fioul,13711.1,1645.33,C,2750.5,0.6335656900983118,47.86983017475692,2024-01-17 07:59:42
899,Grand Est,69,65.2,2016,≥2010,Maison,Gaz,9139.7,1096.76,C,3319.7,5.3118019681714586,49.91444290288121,2023-10-10 01:07:44
900,Bretagne,37,35.1,1964,1960-1979,Appartement,Fioul,4619.6,554.35,F,2225.8,3.6018966310766434,43.54768206777269,2021-02-01 21:29:22
901,Occitanie,67,112.6,1960,1960-1979,Appartement,Électricité,13661.8,1639.42,B,2261.0,0.33687848130730735,50.30791314095882,2022-03-10 19:52:31
902,Centre-Val de Loire,67,76.0,1965,1960-1979,Appartement,Fioul,2222.7,266.72,E,3201.6,1.551765033922715,43.19117741860039,2022-04-13 21:24:50
903,Normandie,59,84.5,1989,1980-1999,Maison,Fioul,17980.8,2157.7,E,2407.9,7.573644925948516,45.5355102745161,2021-02-20 20:19:30
904,Bretagne,67,112.5,2006,2000-2009,Maison,Électricité,20938.8,2512.66,D,1369.2,3.6009494546091005,47.811431042570554,2021-04-22 23:41:02
905,Pays de la Loire,37,63.3,1975,1960-1979,Appartement,Gaz,6094.1,731.29,E,1730.1,6.764937937640223,47.36690841303127,2024-09-05 22:46:58
906,Bretagne,35,75.6,1986,1980-1999,Maison,Fioul,16736.0,2008.32,C,283.1,-2.6761394548761634,43.33860233070157,2024-08-03 08:20:23
907,Nouvelle-Aquitaine,59,53.3,1956,<1960,Appartement,Bois,13570.9,1628.51,F,1356.9,1.2820700311869748,49.450544559736926,2022-03-23 23:55:26
908,Nouvelle-Aquitaine,75,53.2,2009,2000-2009,Maison,Fioul,9749.8,1169.98,B,678.7,6.8126017079856585,50.966433650363705,2024-04-13 08:54:24
909,Normandie,14,57.4,2017,≥2010,Maison,Gaz,9959.8,1195.18,D,2515.9,-0.8060432012615708,44.0766861158988,2023-08-15 15:49:57
910,Hauts-de-France,31,70.2,1947,<1960,Appartement,Électricité,14945.2,1793.42,B,3290.4,7.579634575903471,50.28763943739453,2023-04-06 21:51:17
911,Occitanie,44,73.5,1953,<1960,Appartement,Gaz,11820.2,1418.42,D,1353.2,-3.7379926238424535,47.34424214637223,2022-02-26 20:39:44
912,Normandie,13,93.7,1995,1980-1999,Maison,Autre,2000.0,240.0,E,1386.7,6.734725213575478,50.64262380983435,2022-08-23 03:45:19
913,Grand Est,67,58.3,1960,1960-1979,Appartement,Fioul,21328.6,2559.43,F,3048.8,0.7877575868561628,44.031947838225825,2024-06-10 20:31:40
914,Auvergne-Rhône-Alpes,75,94.6,2022,≥2010,Maison,Fioul,13949.3,1673.92,E,1794.2,-4.041325853164912,49.390586120661,2023-10-04 20:26:40
915,Occitanie,33,99.6,1947,<1960,Appartement,Électricité,11766.0,1411.92,D,2431.1,6.433780703619137,43.02009970637438,2023-09-21 12:58:42
916,Centre-Val de Loire,33,71.0,1968,1960-1979,Appartement,Fioul,8767.1,1052.05,F,2868.8,-1.7247772386815248,50.183809087183725,2024-11-07 20:22:23
917,Occitanie,13,60.9,2017,≥2010,Appartement,Bois,11149.7,1337.96,D,1562.7,-4.710748368562072,48.365186973136815,2024-05-10 23:25:43
918,Grand Est,31,87.6,1957,<1960,Appartement,Bois,17711.3,2125.36,D,1580.2,-3.2345076276005003,45.72121662012514,2021-12-14 23:35:33
919,Grand Est,67,78.9,1946,<1960,Maison,Gaz,13177.3,1581.28,D,1744.3,3.5684916446969,44.1570613644313,2024-01-01 05:31:31
920,Île-de-France,35,91.6,2015,≥2010,Appartement,Électricité,13689.2,1642.7,D,801.8,7.711549358796532,49.60383795753469,2021-06-10 06:56:52
921,Normandie,13,132.1,1965,1960-1979,Maison,Autre,6378.7,765.44,F,2638.0,-3.5509921854142816,47.74819949613486,2021-01-28 20:50:01
922,Grand Est,31,87.1,1963,1960-1979,Maison,Gaz,10426.7,1251.2,C,2740.8,1.0053246256219062,45.63561792064761,2021-04-05 02:46:21
923,Nouvelle-Aquitaine,67,65.8,1991,1980-1999,Maison,Électricité,12229.7,1467.56,D,2271.7,-2.6517248376820772,46.361371675781896,2024-11-06 05:56:18
924,Pays de la Loire,37,58.3,1966,1960-1979,Appartement,Électricité,15134.5,1816.14,E,3423.7,4.685474943320697,49.69092110782968,2021-10-04 02:20:30
925,Auvergne-Rhône-Alpes,75,59.4,2019,≥2010,Maison,Gaz,10128.8,1215.46,F,1964.9,-3.465234303096416,45.44866658220475,2024-03-07 15:58:38
926,Centre-Val de Loire,14,41.1,1977,1960-1979,Appartement,Gaz,16175.4,1941.05,F,2755.8,-1.8820572697484357,43.27980429955638,2024-04-13 15:10:02
927,Normandie,35,113.0,1976,1960-1979,Maison,Fioul,6850.4,822.05,D,2637.3,-2.446722420562072,50.42815489817021,2023-12-04 16:37:46
928,Provence-Alpes-Côte d'Azur,37,20.0,2008,2000-2009,Appartement,Autre,12312.9,1477.55,E,1480.8,2.1827571447707133,45.8698905350249,2024-12-07 02:09:25
929,Nouvelle-Aquitaine,37,99.6,1983,1980-1999,Appartement,Bois,11560.7,1387.28,D,3239.4,6.351393196008219,45.53097134670236,2024-09-28 00:04:21
930,Hauts-de-France,44,59.0,2016,≥2010,Maison,Fioul,5180.1,621.61,D,2315.4,1.6441726150334413,44.27827668422067,2024-07-21 08:37:57
931,Grand Est,33,69.6,1986,1980-1999,Appartement,Électricité,11785.3,1414.24,F,3077.1,-4.242835113970874,50.30757636968661,2021-12-21 07:10:32
932,Provence-Alpes-Côte d'Azur,69,58.1,1953,<1960,Appartement,Autre,9378.3,1125.4,F,1029.2,2.324056097758806,44.39229640308415,2021-07-20 06:39:41
933,Grand Est,75,128.4,1969,1960-1979,Maison,Autre,18362.0,2203.44,F,2298.8,5.367772991134121,48.03905395161204,2021-09-10 20:00:30
934,Occitanie,33,85.5,1946,<1960,Appartement,Gaz,10153.8,1218.46,B,1785.5,-3.2819694350438047,50.1626556009905,2023-09-14 03:28:57
935,Nouvelle-Aquitaine,59,108.7,1963,1960-1979,Appartement,Autre,13578.9,1629.47,F,1433.7,-4.054754213520308,42.803748447047994,2021-03-06 03:04:28
936,Occitanie,37,124.0,1964,1960-1979,Appartement,Autre,6460.3,775.24,F,3468.5,-2.5584988917516025,49.7104878361117,2022-02-18 18:32:10
937,Île-de-France,69,89.9,2014,≥2010,Appartement,Électricité,13064.6,1567.75,D,2375.8,4.699122196681158,46.07221496870104,2022-05-27 05:10:15
938,Occitanie,33,49.1,1961,1960-1979,Appartement,Fioul,10132.3,1215.88,D,870.7,2.69184545391602,48.224378804807344,2022-05-30 17:20:05
939,Île-de-France,31,78.4,2012,≥2010,Appartement,Autre,8506.8,1020.82,E,1752.4,2.0277305015027354,45.73991970006232,2023-11-19 16:10:25
940,Île-de-France,35,62.7,1947,<1960,Maison,Gaz,24752.5,2970.3,D,3045.1,-1.7567613697870117,48.5509914302232,2023-07-01 20:07:47
941,Provence-Alpes-Côte d'Azur,33,69.9,1995,1980-1999,Appartement,Fioul,10409.5,1249.14,G,1432.4,-0.6809242617908273,44.712365756651984,2024-06-17 23:47:58
942,Grand Est,44,82.2,1970,1960-1979,Appartement,Gaz,11046.2,1325.54,D,1340.5,7.556505168263449,42.690795719187946,2024-02-28 11:36:21
943,Hauts-de-France,14,81.0,2000,2000-2009,Appartement,Autre,16059.0,1927.08,E,2067.7,-1.8718720525179862,50.7457513786552,2021-06-14 20:40:42
944,Centre-Val de Loire,31,97.4,2008,2000-2009,Appartement,Fioul,8542.1,1025.05,E,2622.4,6.721390502316149,42.64239954714872,2023-01-15 13:33:53
945,Occitanie,75,101.7,1952,<1960,Maison,Autre,13814.7,1657.76,D,1544.6,2.546909557950576,49.66966381981151,2023-12-03 13:18:22
946,Centre-Val de Loire,75,81.0,1981,1980-1999,Appartement,Électricité,14296.4,1715.57,F,2551.6,-3.3971459371737787,43.971497061905524,2021-05-28 15:38:13
947,Nouvelle-Aquitaine,75,97.1,1971,1960-1979,Appartement,Fioul,13101.2,1572.14,D,2231.4,1.0750609160158842,45.91231598883764,2024-07-05 02:36:47
948,Île-de-France,75,68.5,1989,1980-1999,Appartement,Gaz,22333.5,2680.02,D,2340.8,7.331133325691386,49.65568367560269,2024-12-03 18:35:05
949,Grand Est,14,124.4,1948,<1960,Appartement,Électricité,8380.8,1005.7,B,200.0,0.4413527757856617,44.291609707717406,2024-01-18 14:06:18
950,Auvergne-Rhône-Alpes,33,68.0,1981,1980-1999,Maison,Bois,18919.2,2270.3,D,2214.3,6.22402534226171,50.03165616806781,2021-12-10 22:42:01
951,Normandie,67,120.9,2015,≥2010,Appartement,Gaz,14124.6,1694.95,E,1974.4,-1.6664269695277998,46.83050277018654,2024-04-25 10:56:57
952,Provence-Alpes-Côte d'Azur,33,40.7,1977,1960-1979,Appartement,Autre,16092.5,1931.1,F,2551.3,2.421987973404849,45.68553512564031,2024-11-05 09:17:42
953,Hauts-de-France,37,73.6,1975,1960-1979,Appartement,Gaz,13535.6,1624.27,C,1611.6,5.970076756625659,48.263208396606124,2023-03-15 10:51:25
954,Bretagne,59,75.1,1999,1980-1999,Maison,Bois,20452.2,2454.26,D,1866.1,6.968949735206042,45.47009058123433,2021-01-31 22:04:29
955,Provence-Alpes-Côte d'Azur,35,93.4,1956,<1960,Maison,Gaz,10559.6,1267.15,C,2679.8,1.3157037729669092,45.52140872326831,2022-03-05 04:55:58
